UniqueID ,Customer problems,Customer comments after the ticket is closed,problem_text,comment_text,problem_category,comment_category
250606.0011352,Tieèn trong tk ngân hàng của tôi tự động bị trừ tiền.momo tự động nạp tiền rồi thanh toán google từ mommo của tôi là ntn? Có thể hỗ trợ lấy lại tiền của tôi ko? Tôi rất bức xúc,Tôi chưa nhậnn lại đc tiền,tieèn trong tk ngân hàng của tôi tự động bị trừ tiền momo tự động nạp tiền rồi thanh toán google từ mommo của tôi là ntn có thể hỗ trợ lấy lại tiền của tôi ko tôi rất bức xúc,tôi chưa nhậnn lại đc tiền,Money missing / Deducted but not received,Unresolved / Not solved
250606.0011907,"Tăng hạn mức ví trả sau, lịch sử tín dụng rất tốt, như cầu sử dụng nhiều hơn hạn mức được duyệt",Hỗ trợ tự động duyệt tăng hạn mức khi đủ điều kiện ,tăng hạn mức ví trả sau lịch sử tín dụng rất tốt như cầu sử dụng nhiều hơn hạn mức được duyệt,hỗ trợ tự động duyệt tăng hạn mức khi đủ điều kiện,Loan / BNPL / Debt issues,Angry / Escalation
250606.0012233,Cái này phải đăng nhập gì vào mới được ạ,Cảm ơn Momo nhé xong rồi,cái này phải đăng nhập gì vào mới được ạ,cảm ơn momo nhé xong rồi,Other / Unclear,Neutral / Acknowledged
250606.0002456,Tôi không có phát sinh nạp thẻ cào hay trả trước của Viettel. Mà đến hiện tại tôi có 1 hoá đơn cần thành toán. Tôi yêu cầu bên dịch vụ CSKH của MoMo kiểm tra và trả lời,Ngày 12/5 tôi không có nạp thẻ hay mua mã thẻ cào trị giá lên đến cả triệu đồng. Trên thực tế tôi chưa bao giờ nạp trong vòng 1 ngày nhiều như thế. Và thực tế tài khoản sim ví của tôi không nhận được tiền,tôi không có phát sinh nạp thẻ cào hay trả trước của viettel mà đến hiện tại tôi có 1 hoá đơn cần thành toán tôi yêu cầu bên dịch vụ cskh của momo kiểm tra và trả lời,ngày 12 5 tôi không có nạp thẻ hay mua mã thẻ cào trị giá lên đến cả triệu đồng trên thực tế tôi chưa bao giờ nạp trong vòng 1 ngày nhiều như thế và thực tế tài khoản sim ví của tôi không nhận được tiền,Customer service quality,Unresolved / Not solved
250606.0011683,lỗi tài khoản e đủ điền kiện rồi nhưng chưa được mở ví trả sau á ad ,chưa giải được vấn đề...😔,lỗi tài khoản e đủ điền kiện rồi nhưng chưa được mở ví trả sau á ad,chưa giải được vấn đề,Loan / BNPL / Debt issues,Unresolved / Not solved
250606.0011539,"Nội dung KH: e đủ điều kiện r mở e với ad
 Hỗ trợ thêm từ: 250606.0006767","chưa được xử lí
",nội dung kh e đủ điều kiện r mở e với ad hỗ trợ thêm từ 250606 0006767,chưa được xử lí,Other / Unclear,Unresolved / Not solved
250606.0001792,"Mã giao dịch này trừ tiền vô cớ
Lịch sử mua hàng googleplay ko hiện ở tháng 6 và ứng dụng ShortTV của tôi không có thông báo gia hạn bởi vì hết hạn vào 6/6/2025 23h tối với giá 248k/1tuần
Tôi cần hoàn tiền và hủy giao dịch","Xin cám ơn
",mã giao dịch này trừ tiền vô cớ lịch sử mua hàng googleplay ko hiện ở tháng 6 và ứng dụng shorttv của tôi không có thông báo gia hạn bởi vì hết hạn vào 6 6 2025 23h tối với giá 248k 1tuần tôi cần hoàn tiền và hủy giao dịch,xin cám ơn,Money missing / Deducted but not received,Neutral / Acknowledged
250606.0011869,Tôi bấm lỗi nên muốn được hoàn lại tiền ,Rất tuyệt vời ,tôi bấm lỗi nên muốn được hoàn lại tiền,rất tuyệt vời,Refund not processed,Resolved / Very satisfied
250606.0006052,Mình tt ví ròi nhưng ko mở lại được quyền sử dụng ,"Mình liên hệ nhiều lần mà vẫn chưa không giải quyết được ,vì bên điện lực nói liên hệ với đối tác chuyển tiền",mình tt ví ròi nhưng ko mở lại được quyền sử dụng,mình liên hệ nhiều lần mà vẫn chưa không giải quyết được vì bên điện lực nói liên hệ với đối tác chuyển tiền,Other / Unclear,Unresolved / Not solved
250601.0004308,"Mua Vé cáp treo bà đen trên momo. Vé bị lỗi, liên hệ hổ trợ thì nhân viên thờ ơ, không xử lý được. Phải tự đi bộ
","Quá tệ
",mua vé cáp treo bà đen trên momo vé bị lỗi liên hệ hổ trợ thì nhân viên thờ ơ không xử lý được phải tự đi bộ,quá tệ,Customer service quality,Angry / Escalation
250601.0001671,"Nội dung KH: Là liên kết ví momo với tài khoản đã chuyển tiền đúng không ạ
 Hỗ trợ thêm từ: 250531.0009412",Hài lòng,nội dung kh là liên kết ví momo với tài khoản đã chuyển tiền đúng không ạ hỗ trợ thêm từ 250531 0009412,hài lòng,Transfer issues / Recipient not received,Other
250601.0001746,Tôi chưa nhận được tiền hoàn từ Xanh SM,Đã qua mấy ngày nhưng tôi vẫn chưa được giải quyết,tôi chưa nhận được tiền hoàn từ xanh sm,đã qua mấy ngày nhưng tôi vẫn chưa được giải quyết,Money missing / Deducted but not received,Unresolved / Not solved
250601.0006339,"Tôi đã chuyển tiền cho tài khoản momo của khách thông qua momo và tk ngân hàng tiền đã trừ nhưng trong lệnh của momo lại ko thấy chuyển khoản
89245461536","Tôi chưa được giải quyết vấn để tiền chuyển khoản từ momo thông qua tài khoản ngân hàng tài khoản ngân hàng đã trừ nhưng khách chưa nhận được tiền
Và tôi chưa được hoàn lại",tôi đã chuyển tiền cho tài khoản momo của khách thông qua momo và tk ngân hàng tiền đã trừ nhưng trong lệnh của momo lại ko thấy chuyển khoản 89245461536,tôi chưa được giải quyết vấn để tiền chuyển khoản từ momo thông qua tài khoản ngân hàng tài khoản ngân hàng đã trừ nhưng khách chưa nhận được tiền và tôi chưa được hoàn lại,Transfer issues / Recipient not received,Unresolved / Not solved
250601.0007218,Trừ tiền trong tài khoản ngân hàng của tui. Mà bên ngân hàng vay chưa nhận được tiền là sao. Trừ tiền mà ko mã giao dịch là sao,"Rất hài lòng về xử lý vấn đề thắc mắc của khách hàng 
",trừ tiền trong tài khoản ngân hàng của tui mà bên ngân hàng vay chưa nhận được tiền là sao trừ tiền mà ko mã giao dịch là sao,rất hài lòng về xử lý vấn đề thắc mắc của khách hàng,Money missing / Deducted but not received,Unresolved / Not solved
250601.0001568,Nạp xong vô nạp game thì bị báo lỗi như này,Ko giúp ích đc gì,nạp xong vô nạp game thì bị báo lỗi như này,ko giúp ích đc gì,Partner platform issues,Unresolved / Not solved
250601.0008534,Gửi tiền bị lỗi mà tiền không hoàn về ví,Chưa thấy hoàn trả về ví,gửi tiền bị lỗi mà tiền không hoàn về ví,chưa thấy hoàn trả về ví,Other / Unclear,Unresolved / Not solved
250601.0001631,"Thanh toán nhưng vẫn bị khoá ví và số dư trong ví
",Giải quyết mở lại ví tôi còn tiền trobg ví,thanh toán nhưng vẫn bị khoá ví và số dư trong ví,giải quyết mở lại ví tôi còn tiền trobg ví,Other / Unclear,Other
250601.0007301,Vấn đề hoàn trả tiền vé xem phim do rạp hoãn ngày quốc tang chưa được rạp hoàn trả,Làm việc quá chậm,vấn đề hoàn trả tiền vé xem phim do rạp hoãn ngày quốc tang chưa được rạp hoàn trả,làm việc quá chậm,Refund not processed,Unresolved / Not solved
250601.0002179,"Tôi muốn hủy gói này, tôi không cần dùng nữa ","Tôi có dùng áp metu gói dùng thử 7 ngày và gia hạn sau , nhưng hôm trước tự nhiên tôi bị trừ tiền vào ngân hàng , mà không phải là MoMo , tôi gửi yêu cầu này để được hoàn tiền lại . Xin cảm ơn",tôi muốn hủy gói này tôi không cần dùng nữa,tôi có dùng áp metu gói dùng thử 7 ngày và gia hạn sau nhưng hôm trước tự nhiên tôi bị trừ tiền vào ngân hàng mà không phải là momo tôi gửi yêu cầu này để được hoàn tiền lại xin cảm ơn,Other / Unclear,Neutral / Acknowledged
250601.0002186,tôi nạp 2 lần tiền mà sao chỉ thanh toán 1 lần cho apple,"Tôi rất hài lòng về cách giải quyết của MoMo. Xin cảm ơn
",tôi nạp 2 lần tiền mà sao chỉ thanh toán 1 lần cho apple,tôi rất hài lòng về cách giải quyết của momo xin cảm ơn,Partner platform issues,Unresolved / Not solved
250601.0004643,"Stk cũng như số điện thoại momo của người được giới thiệu là: 0792986646. Người được giới thiệu đã hoàn thành tất cả các bước trong nhiệm vụ nhưng tôi vẫn chưa nhận được tiền, nhiệm vụ vẫn để còn bước cuối cùng","Tôi muốn biết tài khoản người được giới thiệu vi phạm gì? Người đó là người nhà của tôi và tôi có quan sát quá trình thực hiện bấm vào link giới thiệu của tôi và lần lượt hoàn thiện các bước, sao lại bảo bị vi phạm ạ?",stk cũng như số điện thoại momo của người được giới thiệu là 0792986646 người được giới thiệu đã hoàn thành tất cả các bước trong nhiệm vụ nhưng tôi vẫn chưa nhận được tiền nhiệm vụ vẫn để còn bước cuối cùng,tôi muốn biết tài khoản người được giới thiệu vi phạm gì người đó là người nhà của tôi và tôi có quan sát quá trình thực hiện bấm vào link giới thiệu của tôi và lần lượt hoàn thiện các bước sao lại bảo bị vi phạm ạ,Money missing / Deducted but not received,Other
250601.0007927,đăng ký khoản vay nhanh. đến bước xác thực khuôn mặt đã quét thành công nhưng vẫn báo là chưa xác thực và hoàn tất khoản vay,"lần này giải quyết vấn đề rất tốt ạ,, không có gì để phản ảnh nữa",đăng ký khoản vay nhanh đến bước xác thực khuôn mặt đã quét thành công nhưng vẫn báo là chưa xác thực và hoàn tất khoản vay,lần này giải quyết vấn đề rất tốt ạ không có gì để phản ảnh nữa,Loan / BNPL / Debt issues,Resolved / Very satisfied
250601.0004648,"Tại sao mình không thực hiện đc bất kì giao dịch nào vì lí do thẻ/tk k hoạt động, trong khi tk mình vẫn sử dụng bình thường
",Nhận thông tin và xử lí chậm,tại sao mình không thực hiện đc bất kì giao dịch nào vì lí do thẻ tk k hoạt động trong khi tk mình vẫn sử dụng bình thường,nhận thông tin và xử lí chậm,Card / Top-up / Voucher issues,Unresolved / Not solved
250601.0002491,"Khi nào xong. Sai thông tin hoá đơn.
",Gửi lộn hoá đơn,khi nào xong sai thông tin hoá đơn,gửi lộn hoá đơn,Other / Unclear,Other
250601.0006007,Tôi thanh toán thành công nhưng không đc áp dụng thẻ quà tặng,Tôi thanh toán không áp dụng đc mã và cách giải quyết là hoàn lại mã ? Trong khi tôi đã thanh toán rồi vậy thì hoàn lại mã có tác dụng gì,tôi thanh toán thành công nhưng không đc áp dụng thẻ quà tặng,tôi thanh toán không áp dụng đc mã và cách giải quyết là hoàn lại mã trong khi tôi đã thanh toán rồi vậy thì hoàn lại mã có tác dụng gì,Paid but service not delivered,Unresolved / Not solved
250601.0004069,"Tại sao tôi ko. Chuyển khoản giao dịch , mà lại trừ tiền của tôi ạ","Vẫn đề của mình như thế nào rồi ạ , bên  bạn là một thương hiệu lớn không giải thích rõ  ràng cho khách hàng cứ để cho khách hàng họ  chờ các bạn ngày này qua ngày khác , bọn tôi cũng phải đi làm chứ ai công hơi nào mà ngồi chờ các bạn để giải quyết vấn đề khách hàng chúng tôi cũng như các bạn làm công ăn lương vậy cả thôi , lỗi là các bạn làm sai xong lại đùn đẩy cho một ai đó để chốn trách nhiệm",tại sao tôi ko chuyển khoản giao dịch mà lại trừ tiền của tôi ạ,vẫn đề của mình như thế nào rồi ạ bên bạn là một thương hiệu lớn không giải thích rõ ràng cho khách hàng cứ để cho khách hàng họ chờ các bạn ngày này qua ngày khác bọn tôi cũng phải đi làm chứ ai công hơi nào mà ngồi chờ các bạn để giải quyết vấn đề khách hàng chúng tôi cũng như các bạn làm công ăn lương vậy cả thôi lỗi là các bạn làm sai xong lại đùn đẩy cho một ai đó để chốn trách nhiệm,Money missing / Deducted but not received,Unresolved / Not solved
250601.0002048,"Nội dung KH: cần giải quyết để được vay nhanh
 Hỗ trợ thêm từ: 250531.0009406","chưa giải quyết
",nội dung kh cần giải quyết để được vay nhanh hỗ trợ thêm từ 250531 0009406,chưa giải quyết,Loan / BNPL / Debt issues,Unresolved / Not solved
250601.0008402,Em định vay 8tr trong vòng 6 tháng nhưng  em muốn tất toán luôn trong vòng 1 tháng thì tổng cả hết bao nhiêu ạ,Chưa rõ ràng ,em định vay 8tr trong vòng 6 tháng nhưng em muốn tất toán luôn trong vòng 1 tháng thì tổng cả hết bao nhiêu ạ,chưa rõ ràng,Loan / BNPL / Debt issues,Unresolved / Not solved
250601.0003746,Tôi có thể thanh toán tối thiểu cho ví trả sau không,Tôi cảm thấy vấn đề của tôi vẫn chưa được giải quyết rõ ràng và đúng trọng tâm,tôi có thể thanh toán tối thiểu cho ví trả sau không,tôi cảm thấy vấn đề của tôi vẫn chưa được giải quyết rõ ràng và đúng trọng tâm,Loan / BNPL / Debt issues,Unresolved / Not solved
250601.0000461,Toi muốn vay 1 khoán 10trieu ,"Việc Minh vay tiền bên ban xu ly phê duyệt cho mình da đc chua
",toi muốn vay 1 khoán 10trieu,việc minh vay tiền bên ban xu ly phê duyệt cho mình da đc chua,Loan / BNPL / Debt issues,Unresolved / Not solved
250601.0002469,Dạ em tất toán khoản vay xong - ko vay lại được nửa ạ ,Tương đối ổn ạ ,dạ em tất toán khoản vay xong ko vay lại được nửa ạ,tương đối ổn ạ,Loan / BNPL / Debt issues,Other
250601.0001816,Tôi không dùng được tính nắng Túi+ của Túi Thần Tài. ,Tôi vẫn chưa có thể vào trang Túi+ để xem nhiệm vụ. ,tôi không dùng được tính nắng túi của túi thần tài,tôi vẫn chưa có thể vào trang túi để xem nhiệm vụ,Paid but service not delivered,Unresolved / Not solved
250601.0006649,"Nội dung KH: Gio ko muon xai momo nua vi xai nhiu ko co ho tro dc gi
 Hỗ trợ thêm từ: 250601.0000161",Chan,nội dung kh gio ko muon xai momo nua vi xai nhiu ko co ho tro dc gi hỗ trợ thêm từ 250601 0000161,chan,Other / Unclear,Unresolved / Not solved
250601.0008209,"Mình nạp xu trên tiktok shop, mình nạp 113k mà bị trừ 226k gấp đôi tiền","Mình ko đăng ký gì cả, mình bị trừ tiền phần xu này thật nhưng ko được cộng xu, vui lòng kiểm tra kĩ lại một lần nữa, momo trừ tiền vô tội vạ như vậy mình sẽ không dùng nữa, một ứng dụng thanh toán quá rủi ro.",mình nạp xu trên tiktok shop mình nạp 113k mà bị trừ 226k gấp đôi tiền,mình ko đăng ký gì cả mình bị trừ tiền phần xu này thật nhưng ko được cộng xu vui lòng kiểm tra kĩ lại một lần nữa momo trừ tiền vô tội vạ như vậy mình sẽ không dùng nữa một ứng dụng thanh toán quá rủi ro,Money missing / Deducted but not received,Other
250608.0004032,Bên ngân hàng vẫn chưa nhận được tiền gửi,Quá tốt.xin cám ơn momo và bạn nhân viên đã hỗ trợ,bên ngân hàng vẫn chưa nhận được tiền gửi,quá tốt xin cám ơn momo và bạn nhân viên đã hỗ trợ,Money missing / Deducted but not received,Neutral / Acknowledged
250608.0006196,"Nội dung KH: Ủa e kiểm tra như thế nào bên zalopay a vẫn chưa nhận được tiền chuyển mà e nói là ngân hàng thụ hưởng xác nhận đã nhận được tiền là sao. E cho a bằng chứng ngân hàng thụ hưởng xác nhận đã nhận được tiền cho a xem chứ trong tk zalopay a vẫn ko có đồng nào
 Hỗ trợ thêm từ: 250604.0000953","Giam một số tiền lớn bắt khách hàng đợi gần 2 tuần mới trả về tài khoản ko một lời xin lỗi hay đền bù, liên hệ chăm sóc khách hàng thì rất khó gọi hotline ko ai nghe máy chỉ mớ chat thì bắt chờ trả lời kiểu qua loa như máy nói chung tệ",nội dung kh ủa e kiểm tra như thế nào bên zalopay a vẫn chưa nhận được tiền chuyển mà e nói là ngân hàng thụ hưởng xác nhận đã nhận được tiền là sao e cho a bằng chứng ngân hàng thụ hưởng xác nhận đã nhận được tiền cho a xem chứ trong tk zalopay a vẫn ko có đồng nào hỗ trợ thêm từ 250604 0000953,giam một số tiền lớn bắt khách hàng đợi gần 2 tuần mới trả về tài khoản ko một lời xin lỗi hay đền bù liên hệ chăm sóc khách hàng thì rất khó gọi hotline ko ai nghe máy chỉ mớ chat thì bắt chờ trả lời kiểu qua loa như máy nói chung tệ,Money missing / Deducted but not received,Angry / Escalation
250608.0008622,"Nội dung KH: Mình đã xoá và tải lại ứng dụng. Tuy nhiên  lịch sử giao dịch vẫn không đổi. Bạn có thể kiểm tra giúp mình giao dịch lúc 00:17:06 mình thanh toán cho bên liên kết nào không? Vì lịch sử ghi lại giao dịch này là ""Rút tiền về Momo để thanh toán"", nhưng không ghi rõ thanh toán cho bên nào. Trong khi đó, giao dịch lúc 00:06 ghi rõ mình đã thanh toán cho Tiktok Shop.
 Hỗ trợ thêm từ: 250607.0007998","Cảm ơn bạn tư vấn đã nỗ lực gọi điện mình 2 lần, nhưng đều vào đúng thời gian mình đang bận trong ngày nên không thể nghe cuộc gọi. 
Giao dịch không thành công nhưng không có lịch sử hoàn lại tiền mà chỉ tự động tăng số dư lên nên mình đã nhầm lẫn. Mong Momo có thể cài đặt để hiện những giao dịch hoàn tiền lại giống trường hợp của mình.",nội dung kh mình đã xoá và tải lại ứng dụng tuy nhiên lịch sử giao dịch vẫn không đổi bạn có thể kiểm tra giúp mình giao dịch lúc 00 17 06 mình thanh toán cho bên liên kết nào không vì lịch sử ghi lại giao dịch này là rút tiền về momo để thanh toán nhưng không ghi rõ thanh toán cho bên nào trong khi đó giao dịch lúc 00 06 ghi rõ mình đã thanh toán cho tiktok shop hỗ trợ thêm từ 250607 0007998,cảm ơn bạn tư vấn đã nỗ lực gọi điện mình 2 lần nhưng đều vào đúng thời gian mình đang bận trong ngày nên không thể nghe cuộc gọi giao dịch không thành công nhưng không có lịch sử hoàn lại tiền mà chỉ tự động tăng số dư lên nên mình đã nhầm lẫn mong momo có thể cài đặt để hiện những giao dịch hoàn tiền lại giống trường hợp của mình,Partner platform issues,Unresolved / Not solved
250608.0003082,đã trừ tiền nhưng spotify đã mất premium ,trả lời quá lâu,đã trừ tiền nhưng spotify đã mất premium,trả lời quá lâu,Money missing / Deducted but not received,Dissatisfied / Complaint
250608.0007503,Momo đã trừ tiền nhưng Grab vẫn chưa nhận được tiền,không,momo đã trừ tiền nhưng grab vẫn chưa nhận được tiền,không,Money missing / Deducted but not received,Other
250608.0000204,Xu ly bao lau moi DV đợi Hoài,Giai quyết hoi nào,xu ly bao lau moi dv đợi hoài,giai quyết hoi nào,Transaction pending / Held,Other
250608.0006748,Tôi giao dịch momo thất bại trong khi tài khoản ngân hàng vẫn bị trừ tiền đến hôm nay 5 ngày rồi mà không thấy momo hoàn lại tiền đã trừ của tôi,"Là tôi không được hoàn tiền lại đúng không ạ, lòng vòng quá đi",tôi giao dịch momo thất bại trong khi tài khoản ngân hàng vẫn bị trừ tiền đến hôm nay 5 ngày rồi mà không thấy momo hoàn lại tiền đã trừ của tôi,là tôi không được hoàn tiền lại đúng không ạ lòng vòng quá đi,Money missing / Deducted but not received,Other
250608.0000658,"Chuyển khoaanr ngân hàng xử lí lâu
",Chưa nhận được tiền,chuyển khoaanr ngân hàng xử lí lâu,chưa nhận được tiền,Other / Unclear,Unresolved / Not solved
250608.0003987,Qua nay vẩn đợi sử lý quá lâu,ok nhung hơi lâu,qua nay vẩn đợi sử lý quá lâu,ok nhung hơi lâu,Other / Unclear,Dissatisfied / Complaint
250608.0001398,Tôi muốn hủy liên kết google,Như con cặc trừ tiền goog 3 trăm mấy là  sao,tôi muốn hủy liên kết google,như con cặc trừ tiền goog 3 trăm mấy là sao,Partner platform issues,Angry / Escalation
250608.0000672,Tui k làm gì sao lại bị trừ tiền,Là hỗ trợ chưa vậy,tui k làm gì sao lại bị trừ tiền,là hỗ trợ chưa vậy,Money missing / Deducted but not received,Unresolved / Not solved
250608.0010624,the a nhin ,Sao so Tai khoan ngan hang TOI ko có Tien KHI Mua The cao ko Thanh Cong mà bi Tru Tien vay ,the a nhin,sao so tai khoan ngan hang toi ko có tien khi mua the cao ko thanh cong mà bi tru tien vay,Other / Unclear,Other
250608.0010492,hỗ trợ vay vốn ,Ví trả sau được dùng chuyển khoản thì tốt quá,hỗ trợ vay vốn,ví trả sau được dùng chuyển khoản thì tốt quá,Loan / BNPL / Debt issues,Unresolved / Not solved
250608.0001691,"Hiện tại e không thể giao dịch được do e thay đổi điện thoại . E đã làm NFC nhưng hệ thống báo lỗi . Xác thực gương mặt cũng lỗi . Mong được phía bên a chị hỗ trợ vấn đề này
","E cảm ơn , e đã được giải quyết vấn đề trên 
",hiện tại e không thể giao dịch được do e thay đổi điện thoại e đã làm nfc nhưng hệ thống báo lỗi xác thực gương mặt cũng lỗi mong được phía bên a chị hỗ trợ vấn đề này,e cảm ơn e đã được giải quyết vấn đề trên,Account / Identity issues,Neutral / Acknowledged
250608.0003796,K liên kết được tk của sdt vì báo đang dùng 3tk momo,Vẫn chưa liên kết được tài khoản,k liên kết được tk của sdt vì báo đang dùng 3tk momo,vẫn chưa liên kết được tài khoản,Other / Unclear,Unresolved / Not solved
250608.0006873,"Huỷ liên kết momo
Sđt:0562103569
4 số cuối thẻ ATM: 8551
",Huỷ liên kết momo,huỷ liên kết momo sđt 0562103569 4 số cuối thẻ atm 8551,huỷ liên kết momo,Card / Top-up / Voucher issues,Other
250608.0000724,"a ơii em 2004 21 tuổi rồi mà k mở đc ví trả sau là sao ạ
",mở giúp e hạn mức momo với ạ e năm nay 21 tuổi r mà ch thấy mở dc,a ơii em 2004 21 tuổi rồi mà k mở đc ví trả sau là sao ạ,mở giúp e hạn mức momo với ạ e năm nay 21 tuổi r mà ch thấy mở dc,Loan / BNPL / Debt issues,Unresolved / Not solved
250608.0001974,Tôi không đăng kí trực tuyến mờ momo mà sau cứ trừ tài khoản hoài giờ chuyển về thẻ không được ,Yêu cầu hoàn tiền ,tôi không đăng kí trực tuyến mờ momo mà sau cứ trừ tài khoản hoài giờ chuyển về thẻ không được,yêu cầu hoàn tiền,Account / Identity issues,Other
250608.0006896,Nạp 24h vẫn chưa nhận được tiền,Đến giờ vẫn chưa có tiền,nạp 24h vẫn chưa nhận được tiền,đến giờ vẫn chưa có tiền,Money missing / Deducted but not received,Unresolved / Not solved
250608.0008108,Tôi đã thanh toán qua MoMo và báo thành công. Nhưng ngân hàng vẫn nhắc nợ và trên app ngân hàng vẫn báo trễ hạn,Vẫn chưa được giải quyết. Và hiện tại hệ thống ngân hàng vẫn đang nhắc nợ,tôi đã thanh toán qua momo và báo thành công nhưng ngân hàng vẫn nhắc nợ và trên app ngân hàng vẫn báo trễ hạn,vẫn chưa được giải quyết và hiện tại hệ thống ngân hàng vẫn đang nhắc nợ,Loan / BNPL / Debt issues,Unresolved / Not solved
250608.0007446,Tôi khoong có nhu cầu mua hàng. Tự ý trừ tiền của tôi là không hợp lý ,Không giải quyết thỏa đáng. Rất bực mình ,tôi khoong có nhu cầu mua hàng tự ý trừ tiền của tôi là không hợp lý,không giải quyết thỏa đáng rất bực mình,Money missing / Deducted but not received,Unresolved / Not solved
250608.0004253,dùng bao năm k sử dụng đc ví trả sau,Vẫn vậy,dùng bao năm k sử dụng đc ví trả sau,vẫn vậy,Loan / BNPL / Debt issues,Other
250608.0003427,"Đã huỷ đơn hàng jollibee vào ngày 6/6/2025 theo phương thức momo trả trước khi nhận vì jollibee hết gà vậy khi nào em mới đc hoàn tiền ạ 
Tại em thấy hiện trên là hoàn tiền trong 12h mà đến bây giờ em chưa nhận đc tiền ak 
",Giải quyết nhanh chóng ,đã huỷ đơn hàng jollibee vào ngày 6 6 2025 theo phương thức momo trả trước khi nhận vì jollibee hết gà vậy khi nào em mới đc hoàn tiền ạ tại em thấy hiện trên là hoàn tiền trong 12h mà đến bây giờ em chưa nhận đc tiền ak,giải quyết nhanh chóng,Refund not processed,Unresolved / Not solved
250608.0003726,"Nội dung KH: Ngân hàng bên nhận chưa nhận đc tiền 

 Hỗ trợ thêm từ: 250603.0019413",Cuối cùng là lỗi bên nào thì coi giải quyết giúp khách hàng chứ có mấy trăm ngàn mà cả tuần rùi tiền vẫn ko hoàn về tài khoản làm ăn như cc,nội dung kh ngân hàng bên nhận chưa nhận đc tiền hỗ trợ thêm từ 250603 0019413,cuối cùng là lỗi bên nào thì coi giải quyết giúp khách hàng chứ có mấy trăm ngàn mà cả tuần rùi tiền vẫn ko hoàn về tài khoản làm ăn như cc,Other / Unclear,Angry / Escalation
250607.0003949,"Nội dung KH: Ủa tính ra chị không xài luôn á.
 Hỗ trợ thêm từ: 250605.0008447",Chưa hoà được tiền ,nội dung kh ủa tính ra chị không xài luôn á hỗ trợ thêm từ 250605 0008447,chưa hoà được tiền,Other / Unclear,Unresolved / Not solved
250607.0004098,"momo ơi bạn giúp tuii cho hoàn tiền lại với không đăng kí mà thanh luôn luôn huhu
","rất hài lòng ạ
",momo ơi bạn giúp tuii cho hoàn tiền lại với không đăng kí mà thanh luôn luôn huhu,rất hài lòng ạ,Refund not processed,Resolved / Very satisfied
250607.0002916,"Tôi muốn hoàn tiền dịch vụ này vì con tôi nhấn nhầm
",Cám ơn rất nhiều,tôi muốn hoàn tiền dịch vụ này vì con tôi nhấn nhầm,cám ơn rất nhiều,Refund not processed,Neutral / Acknowledged
250607.0001288,Toi ko sử dụng Apple services mà vẫn bị trừ tiền trong TK,Tôi chỉ muốn nhận lại tiền của tôi ,toi ko sử dụng apple services mà vẫn bị trừ tiền trong tk,tôi chỉ muốn nhận lại tiền của tôi,Money missing / Deducted but not received,Unresolved / Not solved
250607.0005309,"tôi đang không biết tại sao tôi chị trừ 169k cho đơn hàng gì đấy tôi xin lí do
","lâu
",tôi đang không biết tại sao tôi chị trừ 169k cho đơn hàng gì đấy tôi xin lí do,lâu,Other / Unclear,Dissatisfied / Complaint
250607.0006797,"Tôi có 1 giao dịch thất bại và bị giam tiền từ ngày 3/6 đến nay chưa nhận được tiền hoàn, tôi muốn được giải quyết",Giải quyết quá lâu,tôi có 1 giao dịch thất bại và bị giam tiền từ ngày 3 6 đến nay chưa nhận được tiền hoàn tôi muốn được giải quyết,giải quyết quá lâu,Money missing / Deducted but not received,Dissatisfied / Complaint
250607.0009453,"Lúc 12g54 ngày 7/6/2025 có người chuyển 50k vào tài khoản momo của tôi, nhưng sao đến 19g47 cùng ngày vẫn chưa nhận đuoejc tiền. Momo kiểm tra giúp mình nhé. Cám ơn. ",Tôi đã nhận được tiền. Thanks. ,lúc 12g54 ngày 7 6 2025 có người chuyển 50k vào tài khoản momo của tôi nhưng sao đến 19g47 cùng ngày vẫn chưa nhận đuoejc tiền momo kiểm tra giúp mình nhé cám ơn,tôi đã nhận được tiền thanks,Money missing / Deducted but not received,Resolved / Very satisfied
250607.0008127,"Mình ko cập nhật đc sinh trắc học , qua 2 cách 1 là cccd 
2 qua VNid  mong ad hỗ trợ mình ! Trân trọng



","Cảm ơn ad đã hỗ trợ 
",mình ko cập nhật đc sinh trắc học qua 2 cách 1 là cccd 2 qua vnid mong ad hỗ trợ mình trân trọng,cảm ơn ad đã hỗ trợ,Account / Identity issues,Neutral / Acknowledged
250607.0003473,"Nội dung KH: Mình chọn phương án 1 nhé
 Hỗ trợ thêm từ: 250605.0003492",Vẫn chưa thấy tiền hoàn về,nội dung kh mình chọn phương án 1 nhé hỗ trợ thêm từ 250605 0003492,vẫn chưa thấy tiền hoàn về,Other / Unclear,Unresolved / Not solved
250607.0006028,"Giao dịch đang xử lí và chưa thành công

",Trạng thái thành công nhưng người nhận chưa nhận được tiền,giao dịch đang xử lí và chưa thành công,trạng thái thành công nhưng người nhận chưa nhận được tiền,Other / Unclear,Unresolved / Not solved
250607.0002454,Mo vi tra sau som dum ,"Giai quyet kieu may moc, giong het nhau, dat dat yeu cau",mo vi tra sau som dum,giai quyet kieu may moc giong het nhau dat dat yeu cau,Loan / BNPL / Debt issues,Other
250607.0010388,Tôi k nạp tiền vào ví đc ạ,Sao tôi vay k đc ạ ,tôi k nạp tiền vào ví đc ạ,sao tôi vay k đc ạ,Transfer issues / Recipient not received,Other
